Latitude,Longitude,Library,SaleDetails
42.57363756207433,-84.8228868911495,"Charlotte Community Library","
Oct<br><ul><li>Thu, Fri 9-7, Sat 10-2
</li><li>Thousands of books; 100% donated; 65% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; also media; .25-$2</li></ul>
"
42.34069235975113,-84.02669107764767,"Chelsea District Library","
July 13; Aug 10; Sept 14; Oct 12; Nov 9; Dec 14<br><ul><li>Sat 10-1
</li><li>.25-$1 also $5/grocery-sized bag (bag sale includes books, music and books on CD in the bag)</li><li>Some books removed for online sales</li><li>Credit cards accepted</li></ul><br><hr>
Ongoing<br><ul><li>Library hours
</li><li>Priced as marked</li><li>Some books removed for online sales</li></ul>
"
42.735890836367254,-83.44041741532189,"Clarkston Independence District Library","
Sept 25 - 28<br><ul><li>Wed, Thu 10-8:30,  Fri, 10-5:30, Sat 10-2
</li><li>Preview: Tue 3-7pm, Friends; join at door
</li><li>10,000 books; 90% donated; 40% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; $1-$2; Sat $5/bag</li><li>Credit cards accepted</li></ul><br><hr>
Ongoing<br><ul><li>Selling books online for curbside pickup: https://www.cidlibrary.org/readingmarket<br>Books for sale in library as well whenever library is open. https://www.cidlibrary.org/</li></ul>
"
42.50880254843865,-83.15801012924032,"Blair Memorial Library","
Ongoing<br><ul><li>Mon, Wed: noon-8, Tue, Thu 10-6, Sat 9-5 (closed Wed, Sun)
</li></ul>
"
42.08303031411594,-83.9828638943379,"Clinton Twp Public Library","
July 6; Aug 3; Nov 2; Dec 7<br><ul><li>Sat 10-2
</li><li>10,000 books; 90% donated; 60% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .25-$1</li></ul><br><hr>
Sept<br><ul><li>Thu-Sat 11-5
</li><li>10,000 books; 90% donated; 60% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .25-$1</li></ul>
"
42.57974847631328,-82.93408272599855,"Clinton-Macomb Public Library","
Oct<br><br>Watch this spot for details on the next HUGE sale!<br><hr>
Ongoing<br><ul><li>Open during normal library hours
</li><li>2,000+ books; 100% donated; 50% hardcover; sorted; paperbacks .50; hardcovers $1; A/V $1, puzzles and games as marked. All puzzles and games have been verified</li><li>Pay at donation box outside the ongoing sale room</li><li>Cash and checks only</li><li>Some books removed to sell online</li></ul>
"
43.19860859984735,-83.73138744595006,"Clio Area Library","
Oct 5<br><ul><li>Sat 9-4
</li><li>1,000+ books; 100% donated; 50% hardcover; sorted; <b>not 'picked over'</b>; .25-$1</li><li>There may be a limit for book sellers</li></ul>
"
42.19820599362394,-86.30646254733125,"Coloma Public Library","
Aug 3; Oct<br><ul><li>Sat 9-2
</li><li>2,500 books; 70% donated; 60% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; most items .75 each or 3/$2</li></ul><br><hr>
Ongoing<br><ul><li>Library hours (in the lobby)
</li><li>Paperbacks .10; hardcovers .25</li><li>Bookstore overflow items. Selection varies weekly.</li></ul>
"
42.56808400152845,-83.49553672301407,"Commerce Library","
<img src='./Book Sales in Michigan_files/null.gif' height='1' width='680'><br>
Oct<br><ul><li>Wed, Thu 10-8, Fri, Sat 10-4:30, Sun 1-4
</li><li>15,000 books; 75% donated; 50% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; 50-$1</li></ul>
"
43.03353895086383,-85.67326837010104,"Byron Township Library","
July<br><ul><li>Sat 9-5, Mon-Sat during library hours
</li></ul>
"
43.040306782053165,-85.68711800654852,"Comstock Park Branch Library","
Ongoing<br><ul><li>Library hours
</li><li>50% donated; 40% hardcover; sorted; .25-.50</li></ul>
"
42.99987546828612,-84.10619783587369,"Corunna Library","
Bookstore<br><ul><li>Library hours
</li></ul>
"
43.27877514699741,-82.62895139584991,"William H. Aitkin Memorial Library","
Ongoing<br><ul><li>Library hours
</li></ul>
"
42.76633978998163,-83.52122000648386,"Springfield Twp. Library","
Sept 5 - 7<br><ul><li>Thu 10-8, Fri 10-6, Sat 10-noon
</li><li>Preview: Wed 5:30-7:30pm, Friends; join at door. No scanners at preview.
</li><li>5,500 books; 75% donated; 50% hardcover; sorted; .50-$1; Sat bag sale</li><li>Some selections have been listed on line and may have been previewed by a book dealer.</li></ul><br><hr>
Ongoing<br><ul><li>Library hours
</li></ul>
"
42.30239948457243,-83.17851137501854,"Dearborn Public Library","
July 10; Aug 14; Sept 11; Oct 9; Nov 13; Dec 11<br><ul><li>Wed 10-6
</li><li>3,000 books; 50% donated; 60% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; plus DVD, music CDS, vinyl, mags, books on CD; Most 90% off original retail price</li></ul>
"
42.338020373863486,-83.16300391035074,"at the Dearborn Ice Skating Center (DISC)","
Oct 4 - 6<br><ul>
	<li><span style='font-size:14px'><span style='color:#B22222'><big><strong>FALL BOOK &amp; MEDIA SALE</strong></big></span></span></li>
	<li><span style='font-size:14px'><strong>Thousands of books neatly displayed in 40 categories -&nbsp; and&nbsp;media!</strong></span></li>
	<li><span style='font-size:14px'><strong>Art, History, Military, Children, Cookbooks, Mystery, Collectibles, Reference, CD, DVD, and much more...</strong></span></li>
	<li><span style='font-size:14px'><strong>October 4, 5, 6, 2024</strong></span></li>
	<li><strong><span style='color:#B22222'>EARLY ENTRANCE</span>- $15&nbsp;fee </strong>
	<ul>
		<li><strong>Friday,&nbsp;9:00 a.m. - 11:00 a.m.</strong></li>
	</ul>
	</li>
	<li><span style='color:#B22222'><strong>FREE ENTRANCE</strong></span>
	<ul>
		<li><strong>Friday, 11:00 a.m. - 8:00 p.m.</strong></li>
		<li><strong>Saturday, 8:00 a.m. to 5:30&nbsp;p.m.&nbsp;</strong></li>
		<li><strong>Sunday, 8:00 a.m. to 3:00 p.m.&nbsp;</strong>
		<ul>
			<li><strong>Sunday Bag Sale </strong></li>
		</ul>
		</li>
	</ul>
	</li>
	<li><strong><span style='color:#B22222'>Great Prices</span></strong>:
	<ul>
		<li>$1.00 &amp; $2.00</li>
		<li>Come back for Bag Sale day, Sunday!&nbsp;<strong>$8/bag 2 bags for $15</strong></li>
	</ul>
	</li>
	<li><span style='color:#B22222'><strong>Accepting cash, checks, credit/debit cards</strong></span></li>
	<li><strong>Elevator and curb transport assistance available!</strong></li>
	<li><strong>Contact us at :&nbsp;<a href='mailto:Booksale.AAUW.dbn@gmail.com'>Booksale.AAUW.dbn@gmail.com</a><span style='color:#0000FF'>&nbsp;</span></strong></li>
	<li><strong>'Like' us on FaceBook</strong><strong>&nbsp;</strong><a href='http://www.facebook.com/AAUW.Dearborn.books'><span style='color:#0000CD'>www.facebook.com/AAUW.Dearborn.books</span></a></li>
	<li><strong><span style='color:#B22222'><em>PROFITS FROM THE BOOK SALE FUND&nbsp;EDUCATIONAL OUTREACH, AND LEADERSHIP PROGRAMS</em></span></strong></li>
</ul>
"
42.33736177978419,-83.2975054451954,"Caroline Kennedy Library","
Oct<br><ul><li>Thu 10-8, Fri, Sat 10-4
</li><li>2,000 books; 75% donated; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .25 &amp; up; Sat $3/plastic bag, $5/paper bags provided</li></ul>
"
42.32498985233422,-83.03289764681664,"Festival of Books!","
July 21<br><ul>
	<li><strong><span style='color:#FF0000'><span style='font-size:18px'>7</span></span></strong><sup><span style='color:#FF0000'><span style='font-size:18px'>th</span></span></sup><strong><span style='color:#FF0000'><span style='font-size:18px'>&nbsp;Detroit Festival of Books!</span>&nbsp;</span></strong><span style='font-size:16px'>(aka: <strong>Detroit Bookfest</strong>)</span></li>
	<li><span style='font-size:16px'><strong>Sunday, July 21, 2024</strong></span>
	<ul>
		<li><span style='font-size:16px'><strong>10am - 4pm </strong></span></li>
	</ul>
	</li>
	<li><span style='font-size:18px'><strong>FREE entry! </strong></span></li>
	<li>Festival takes&nbsp;place at Eastern Market&nbsp;<strong>Shed 5 </strong>
	<ul>
		<li>(Shed 5 is wheelchair-accessible)</li>
	</ul>
	</li>
	<li><span style='color:#FF0000'><span style='font-size:14px'><strong>Featuring more than 100 vendors from all over the USA &amp; Canada, selling BOOKS</strong>:</span></span>
	<ul>
		<li><strong>Used</strong></li>
		<li><strong>Rare</strong></li>
		<li><strong>Antiquarian</strong></li>
		<li><strong>Unusual</strong></li>
		<li><strong>Ephemera</strong></li>
		<li><strong>Authors - and more</strong></li>
	</ul>
	</li>
	<li>ALSO Tons of
	<ul>
		<li><strong>Vinyl records</strong></li>
		<li><strong>Comic books</strong></li>
		<li><strong>Creative arts</strong></li>
		<li><strong>Vintage board games -&nbsp; and more!</strong></li>
	</ul>
	</li>
	<li><strong>Enjoy FOOD, BEER,&nbsp; </strong>and <strong>DJ <em>Seven Whales</em> bringing the</strong> <strong>FUNK MUSIC! </strong></li>
	<li><strong><span style='color:#FF0000'><span style='font-size:14px'>KID-FRIENDLY EVENT!</span> </span>Children in attendance may construct their very own book with the assistance of volunteers from 'Arts &amp; Scraps',&nbsp;a Detroit-based nonprofit that helps children repurpose discarded materials into educational and creative projects.</strong></li>
	<li><strong>We are pleased to announce the participation of <a href='https://detroitbookfest.us3.list-manage.com/track/click?u=095977e3492c8e9a718c9e41d&amp;id=1bf78a65d3&amp;e=4cfe0a2cd8' target='_blank'>Birdie�s Bookmobile</a> at at this year�s festival. Birdie�s Bookmobile is dedicated to eliminating book deserts and making books more accessible to children in Detroit. Birdie�s Bookmobile helps families build print-rich home environments, improve literacy outcomes, and grow lifelong readers. In addition to accepting donations of children�s and young-adult books, the bookmobile will be offering several fun activities for children attending this year�s Bookfest, including:</strong>
	<ul>
		<li><span style='color:#FF0000'><strong>Create Your Own Comic Strip</strong></span></li>
		<li><span style='color:#FF0000'><strong>Have Fun with Mad Libs</strong></span></li>
		<li><span style='color:#FF0000'><strong>�Once Upon a Time�</strong></span> � <span style='color:#FF0000'><strong>children take turns adding one sentence to a story. The story will be available to read on the Bookmobile website after Bookfest.</strong></span></li>
	</ul>
	</li>
	<li><strong>There is no admission fee at Bookfest, nor is there any charge for children to participate in any activities</strong>.
	<ul>
	</ul>

	<ul>
		<li>Book donations help build home libraries, promote shared reading experiences, and impact generations. Every book counts! Book needs for children from birth to age 18 include:
		<ul>
			<li>board books � picture books � early readers</li>
			<li>chapter books � graphic novels</li>
			<li>middle-grade books</li>
			<li>young-adult books</li>
		</ul>
		</li>
	</ul>
	</li>
	<li><strong>Questions? <a href='mailto:books@detroitbookfest.com'>books@detroitbookfest.com</a></strong></li>
	<li><strong><a href='https://detroitbookfest.com/' target='_blank'>Bookfest Home Page</a></strong></li>
	<li><strong><a href='https://www.facebook.com/events/334916972863270/?active_tab=discussion' target='_blank'>Facebook Event Page</a></strong></li>
	<li><strong><a href='https://detroitbookfest.com/event-details-facts/' target='_blank'>CLICK HERE</a> for all the event details!</strong></li>
	<li>Want to see the size of Shed 5? <strong><a href='https://my.matterport.com/show/?m=NuvpiB1yM6b' target='_blank'>Click here for a virtual tour</a></strong></li>
	<li><span style='color:#FF0000'><strong>Come enjoy this&nbsp;glorious day of BOOKS, vinyl records, comics, creative arts, food, beer, funk music and more! What's not to love?!</strong></span></li>
	<li>Check the <a href='https://detroitbookfest.com/6th-annul-detroit-bookfest-photos-2023/?fbclid=IwAR1g5QPsbGboC1cP_5PguCcvb1XmvfO9z-oRJxNFh7zsH2n5vEubcdFcWVs' target='_blank'>Bookfest photos from last year</a>!</li>
</ul>
"
42.35909302521261,-83.90751894558562,"Dexter District Library","
<img src='./Book Sales in Michigan_files/null.gif' height='1' width='680'><br>
Aug 9 - 11<br><ul><li>Fri noon-6, Sat 9-3 and 3:30-4:30
</li></ul><br><hr>
Oct 5; Nov 2; Dec 7<br><ul><li>Sat 9-3
</li><li>2,000 books; 95% donated; 50% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .25-$1</li></ul>
"
42.65358813254872,-86.22173397265709,"Saugatuck-Douglas Dist. Library","
Bookstore<br><ul><li>June 1-Labor Day: Wed, Fri, Sat 10-3. Rest of year Sat 10-2. Closed holidays
</li><li>3,500+ books; 100% donated; 75% hardcover; sorted; $.50-$5</li></ul>
"
42.00017457459291,-86.10569868938677,"Dowagiac District Library","
July 19 - 22<br><ul><li>Library hours (closed Sun)
</li><li>3,000 books; 100% donated; 50% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .50-$1</li></ul>
"
41.93400738959306,-83.68369726148931,"Dundee Branch Library","
Ongoing<br><ul><li>Library hours
</li><li>100 books; 50% donated; y% hardcover; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .50-$1</li></ul>
"
42.96145801881458,-85.6038292385445,"Friends of the Library of East Grand Rapids","
Nov<br><br>Watch this spot for the next great sale!<br><hr>
Bookstore<br><ul><li>Mon-Thu 9:30-8, Fri 9:30-6, Sat 9:30-5, Sun 1-5 (Closed Memorial Day to Labor Day)
</li><li>Visit our Ebay store for collectable and antiquarian books:<br>https://www.ebay.com/str/friendsofthelibraryofegr</li><li>Like the Friends of the EGR Library on Facebook.</li></ul>
"
45.17125881703448,-85.12022524349366,"Jordan Valley District Library","
Ongoing<br>
"
42.75381191042523,-84.48284213239302,"Friends of the East Lansing Public Library","
Bookstore<br><ul><li>Library hours
</li><li>6,000+ books; 95% donated; 70% hardcover; sorted; books, CDs, DVDs, sheet music, books on CD; collectible books; Most .50-$2, 'better books' at 1/2 or less than lowest online listings</li><li>Some books removed for Internet sale</li><li>credit cards accepted</li><li>Do not have to have library card to purchase</li></ul>
"
42.71744774759777,-84.46037425957174,"Michigan State University Surplus Store","
Ongoing<br><ul><li>Mon, Wed, Thu 12-3:30, Tue 7:30-5:30, Fri 7:30-3:30
</li><li>6,000 books; 50% hardcover; sorted; <b>no buyer restrictions</b>; $1</li><li>Some books removed for internet sale</li><li>Bulk Book Sale - the first full calendar week of the month: Mon-Wed .50 each, Thu, Fri .10 each</li></ul>
"
42.46069189216643,-82.958159845346,"Eastpointe Library","
Nov 15 - 16<br><ul><li>Fri 1:30-4:30, Sat 10-1:30
</li><li>Preview: Thu 5-7, Friends, join at door, $10
</li><li>2,500 books; 70% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .25-$1</li><li>Credit cards accepted</li></ul>
"
42.47997213359764,-82.94562094798914,"<img src='./Book Sales in Michigan_files/sendemail.gif' border='0' align='middle'>","
Ongoing<br><ul><li>Every Saturday 10-3
</li><li>1,000 books; 100% donated; 50% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .50-$1</li><li>Credit cards accepted</li></ul>
"
45.75070491640185,-87.04117525964391,"Escanaba Public Library","
<img src='./Book Sales in Michigan_files/null.gif' height='1' width='680'><br>
Ongoing<br>
"
42.46920024579833,-83.39231216569476,"Farmington Community Library","
Oct<br><br>Watch this spot for the next great sale!<br><hr>
Ongoing<br><ul><li>Library hours
</li></ul>
"
42.484725849551815,-83.3918646923258,"Farmington Branch Library","
Ongoing<br><ul><li>Library hours
</li></ul>
"
43.812801493200844,-84.86628828655465,"Surrey Township Public Library","
July 27 - 28<br><ul><li>Sat, Sun 9-5
</li><li>'Tons' of books; 75% donated; 50% hardcover; <b>no buyer restrictions</b>; partly sorted; Donation</li><li>Re-sellers must check-in with staff.</li></ul><br><hr>
Ongoing<br><ul><li>Library hours
</li></ul>
"
42.47104969983599,-83.15952219982736,"Friends Book Store","
Bookstore<br><ul><li>Mon-Thu 10-7:45, Sat noon-4:45
</li><li>1,000 books; 100% donated; 60% hardcover; sorted; .50-$1</li><li>Some books removed; no restrictions.</li></ul>
"
43.00320736122194,-83.67178471992146,"Flint Public Library","
July 20<br><ul><li>Sat 10-5
</li><li>Thousands of books; 70% donated; 50% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .50-$1; 4pm: half-price</li></ul><br><hr>
Oct<br><ul><li>Thu 2-7, Fri noon-5, Sat 10-5
</li><li>Preview: Thu 11:30-2, Friends; join at door
</li><li>Thousands of books; 70% donated; 50% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; Most $1 or less, some at 1/2 assessed value;  Sat $5/bag</li></ul>
"
43.35614106346697,-83.75055496170408,"James E. Wickson Memorial Library","
Ongoing<br>
"
42.53417549769719,-82.97390180885529,"Fraser Public Library","
Sept<br><ul><li>Wed 10-5, Thu 1-8
</li><li>6,000 books; 90% donated; 50% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .50-$2</li></ul>
"
43.4663279834017,-85.96204860869479,"Fremont Area District Library","
July 18 - 19<br><ul><li>Thu 9-4, Fri 9-3
</li><li>Preview: Wed 6-8pm, Friends; join at door $10 ind., $15 fam.
</li><li>2,000 books; 80% donated; 50% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .25-$1</li></ul>
"
42.320672179096974,-83.33791920427666,"Garden City Public Library","
Ongoing<br><ul><li>Library hours
</li><li>300-500 books</li></ul>
"
45.01536555243515,-84.67135236237003,"Otsego County Library","
<img src='./Book Sales in Michigan_files/null.gif' height='1' width='680'><br>
Aug 8 - 13<br><ul><li>Sun 1-5; Mon, Tue 9-7; Thu, Fri 9-5; Sat 9-1
</li><li>4,500 books; 100% donated; 50% hardcover; sorted; <b>not 'picked over'</b>; <b>no buyer restrictions</b>; .50-$1; Mon $5/bag, Tue $1/bag</li></ul><br><hr>
Ongoing<br><ul><li>Library hours
</li></ul>
"
